r0,rc,c
0.7138859942132517,1.203326398282396,8075.512286146927
-0.5492828512387083,-0.5022362171784834,8074.639742824067
-1.574654493148921,-2.8024438636562574,8072.125681337593
-1.9973295016861559,-3.0594829965347263,8072.609826830041
1.9217172091870722,1.3260334680331547,8074.243134783642
-1.1007880007156903,-2.1926005299881526,8073.428091361313
1.7013348651443807,0.6766087316594768,8073.405136513061
-1.2847825098210386,-2.340609748781972,8072.281077568084
-0.4702890383639188,-0.33593525958598947,8074.856479427997
3.677358121081641,3.7506263679381933,8075.078268064597
0.007816031484047081,0.19995860844124635,8075.023268689274
3.5984046941379946,4.279406993994823,8075.908601513854
-1.6327755318908839,-2.9812972227781898,8072.1514580877365
2.4748444292342557,2.295992646685493,8075.097387028074
3.368866666657668,3.7094073648007373,8075.04790085136
-0.6604041371307695,-0.3976944631856597,8074.060398796589
-0.044462560023449615,-1.521259265844022,8072.042308365352
-1.9647080733923832,-3.122442697864839,8072.717936548113
-0.5658799326645242,-1.714938054720287,8073.414527551096
2.6987937472882795,3.3082524704855856,8075.025096511866
1.1460540992247172,2.3196611198140085,8075.959701320414
3.412335448857153,4.2370394087373215,8075.700488219963
0.7250852654015808,1.6872514442365927,8075.138921996222
-0.09223322123111966,0.22137023608369705,8074.120733839475
2.998023337592617,2.4430378205998364,8074.202372080112
0.35603704799565306,1.1382744643781901,8075.116565076862
0.4948822101067692,1.3552200867632234,8075.299767048474
-0.33549641012917497,-0.7386113101216029,8073.030065156178
-1.804026858028541,-3.264041250110752,8071.773288805487
3.742771839854802,4.253481768250215,8075.773152930939
1.6604536210440348,2.5232660716849256,8076.065669472809
1.423155930416394,0.8474868080382789,8073.391344674232
-0.6573000991721437,-0.13514742813518543,8074.891817670095
-0.636579105006296,-1.601081470307888,8072.4970002535865
1.9725672669311902,2.953434559429036,8076.262642777062
-1.9440806603761431,-3.1764009520192604,8072.62362137581
1.4651571213776418,2.539882877798383,8076.099319550087
1.7048774885904743,0.8276276169546483,8073.40718677744
-1.1741329165699557,-2.895885153175582,8071.849552710988
0.31899433782830283,0.9866768739459917,8075.371951824478
3.6488694180736347,4.931485739248202,8076.275840855526
-0.8582372331780407,-0.6594534159396647,8074.526158959298
2.365573979054913,2.378747317849306,8074.224342309097
3.613707508497804,3.98548978188044,8075.516817211214
1.471405665236524,1.5964624837228207,8074.002239713168
-0.27511770388483525,-1.4673961249858674,8073.345466487403
1.8678697518364933,3.220404991983165,8076.411557809371
2.917383256766551,3.6962968820214073,8076.169775404864
-0.6807607468818343,-0.8372413429140536,8074.5099998704945
-1.3617064135374073,-1.8665002978908416,8073.809621091878
1.0616141700624593,1.5193789646031655,8074.37437963553
-0.7658423148974268,-2.2511758192126368,8072.871044806595
2.177851484371159,1.6668858878994257,8073.937919069977
2.8019060815828443,3.0674397284230985,8075.799728346643
0.49030491203927373,0.7460147514542713,8075.422223554043
2.8567428193897624,2.118975543779337,8074.0220060495085
-0.16815719638411064,-1.3082046676065615,8072.258827342482
3.0897081861786333,4.346359322890579,8076.514727538549
3.225348809900887,5.020588593561814,8077.034675459366
-0.3497030570946401,-0.9352976947569848,8074.247559788916
1.8463116280878529,2.5444316049623454,8074.9225664902115
-2.3417005433610756,-3.8988746112101125,8072.363703754897
1.7528981363257161,2.4008444502571673,8076.127863038128
1.6947284010371142,1.8375083055279031,8075.428111672463
-0.49347774390556787,-0.6930139876592253,8074.542397995687
-0.4775711469682301,-1.796384891852492,8073.119560537667
-1.310039595002741,-2.906650264388347,8072.464806058436
-0.19491665971688077,0.14732177358235432,8074.136231665519
-0.6412311800630673,-1.2383587667479743,8072.852307161798
0.766398297405112,-0.3999573599523908,8073.309998782194
3.1753305600988027,3.477381141257853,8074.8954388039065
-1.8079745675783152,-3.3365764485956437,8072.399756176739
4.210070334458663,5.087203639033311,8076.229420160341
-0.5999189904014429,-1.8783747163666007,8073.318800990486
-1.0035146428944328,-1.9496129725372535,8072.499169359676
-1.2401099172123349,-2.9366652490570586,8072.410636531696
1.3510228483606666,1.3698533782854447,8073.8611934964665
-0.7954700357130579,-2.3375655620197078,8071.984526534077
2.2301549873942923,3.232524845185862,8075.331782773767
-1.8103027100428708,-1.8664619842364236,8074.337915187122
-1.9888037688691966,-2.846181270397395,8073.232420541198
-0.9817358956248078,-1.0341389222349053,8073.84411985113
2.9703187347404723,3.1387030178556965,8075.607039241151
-1.4329659423965282,-3.1092529478031836,8071.8353000065
0.22107148180263214,-0.10751095358940999,8073.268107265668
-0.7094933957286579,-1.6725608502430096,8072.438963252681
3.16237146578839,4.196589464144278,8076.32922322262
-2.205028044595959,-2.964604222884114,8072.618150497551
3.842559440321616,4.032550166550796,8075.241176433899
1.379139660567478,1.1440831446447812,8073.617137781914
2.048877441502418,2.0402034755974183,8074.054676544662
-1.465815313355416,-3.1218182788509266,8072.047530316687
