r0,rc,c
-6.864076687258603426e-01,-6.902779973541411929e-01,1.286698269166351529e+05
5.064491636700666488e-01,7.888172245025860674e-01,1.286699532331367955e+05
-2.545490718911493366e-01,-3.243355059469682500e-01,1.286693511837206461e+05
-1.638872177015187726e+00,-1.221647334654087036e+00,1.286700475447970384e+05
-3.247644245031718335e-01,4.466439327908817702e-01,1.286705025271982449e+05
1.409011347821404803e+00,1.615696197195714223e+00,1.286704446551309229e+05
-1.580862853374909394e+00,7.216522994298836258e-01,1.286718800113805191e+05
-3.321130411339730248e-02,-4.281223076348412704e-01,1.286694049160547293e+05
-6.495280131956205905e-01,7.966827612794489255e-01,1.286709256616631901e+05
-2.676253590009016747e+00,-1.662157363251224540e+00,1.286696459726064641e+05
-1.109740510690089971e-01,2.164811308274393886e-01,1.286699307424906146e+05
6.252860202756421737e-01,-2.524395014335220622e-01,1.286692620523231890e+05
-7.925876436712874229e-01,-8.987186777243068025e-01,1.286690079461293208e+05
1.543690542359396622e-01,5.835888284941330717e-01,1.286700516812052956e+05
8.962454468463189050e-01,3.064366592763007047e-01,1.286692905795169063e+05
5.389645931719656557e-01,5.961025625892624191e-01,1.286699599582572700e+05
9.003243578605379938e-01,1.635526211278069075e+00,1.286713902462206461e+05
-1.052457032330702313e+00,-9.385249517135104691e-01,1.286693204815128847e+05
1.440827586409024530e+00,-4.534836413431193869e-02,1.286693004903084657e+05
7.752413184809839874e-01,1.327105602550100460e+00,1.286708061399132275e+05
1.232793035221421585e+00,-1.636814737836838507e+00,1.286685832092297642e+05
-6.551217054607387791e-01,2.687179303685506282e-01,1.286705894521734008e+05
-1.000866039333966340e+00,-1.566189266851434336e+00,1.286694799921416852e+05
9.056355703687742897e-01,1.220198224567839773e+00,1.286706270440554363e+05
4.912634138503522152e-01,-5.073156255542038418e-01,1.286687992390577419e+05
6.831330606422340024e-01,2.863501833692967402e-01,1.286705131697179313e+05
-5.257831575972649052e-01,7.135130395706155287e-03,1.286711397207082773e+05
1.783628619541157034e+00,-4.777967329455544421e-02,1.286696626062426076e+05
9.775282031921932457e-01,-8.501793499862810022e-02,1.286705538778574555e+05
6.564451447538582896e-02,6.997018589314322190e-01,1.286708876948405523e+05
-1.503014080130436747e-01,6.364435269051911259e-01,1.286692087683910358e+05
-7.602480800953586026e-01,-6.166097486458350652e-01,1.286705713978928543e+05
-2.555706005355477539e-01,-1.897606869078967362e+00,1.286696371504231211e+05
-1.790955445825592740e-01,-1.753779372337266329e-02,1.286692584465937543e+05
1.347606929520323238e+00,-5.667463306597446682e-01,1.286713573457503953e+05
-5.861208418186292235e-01,-1.925069341226376962e-01,1.286686870070984587e+05
-2.344362681470184118e+00,2.303141984303546386e-01,1.286702728265308688e+05
-1.299302701998591436e+00,-4.496563157583841619e-01,1.286688089608358569e+05
-1.211904085083374882e+00,-1.350283761623994438e+00,1.286692818106366904e+05
5.592393527486236859e-01,1.666635260009994512e+00,1.286703526623678918e+05
1.010421970168977390e+00,8.341707533606709246e-01,1.286689676837581646e+05
6.444835080042712327e-01,-5.152369918800847604e-01,1.286698545757894317e+05
-6.952666919520319455e-01,3.004850743024599646e-01,1.286714505086014251e+05
8.794114228678882039e-01,-6.962877916854125215e-02,1.286711834450946917e+05
1.900440960668703161e+00,-6.425785213444761279e-01,1.286692044150612492e+05
-1.404866583090727539e-01,-1.560088253303291983e-01,1.286707239115550037e+05
1.446329398650348930e+00,1.237873217080351695e+00,1.286715541322831123e+05
4.792255577345436168e-01,4.848658970975168181e-01,1.286698127800496877e+05
1.239671671192903002e+00,-2.685434012150028638e-01,1.286706769860649947e+05
-1.053977105163102612e+00,-1.024478863924655370e+00,1.286692369096053008e+05
3.411872764057552465e-01,-2.843326406155328723e-01,1.286713641442138614e+05
1.274538504620466250e+00,5.766154135051426710e-01,1.286705672227737814e+05
9.463344498327307397e-01,1.071960267605140960e+00,1.286705750298909406e+05
5.480422527743319394e-01,1.603989748541234661e-01,1.286695627442018449e+05
1.351418281426673973e+00,-1.674282632672726923e+00,1.286698336494863033e+05
