r0,rc,c
-6.094398577540415252e-01,-1.109262403538554764e+00,1.286676637327205099e+05
-9.468894769298549230e-01,1.074325080913216768e+00,1.286714946017306938e+05
-9.772100817043160026e-01,5.342003038088967148e-01,1.286706021155991912e+05
-1.108792022527413268e+00,-9.855915636203183006e-01,1.286692381549804122e+05
-1.219112576922279367e-02,6.250417920042874442e-01,1.286709646270961675e+05
-3.027659437950518950e-01,-1.454920092475599835e+00,1.286690924308736139e+05
5.034339086453414325e-01,5.396984939302027495e-01,1.286697739007961063e+05
-2.289434428880742001e+00,6.231801371711944704e-01,1.286695151103625831e+05
1.986110308407585956e-01,-7.971625948913629855e-01,1.286703538129015506e+05
-1.076526191879967342e+00,-8.436251316432387126e-01,1.286692363159338856e+05
1.464097815529683544e-01,1.255639676742440924e+00,1.286713045081139135e+05
-2.507959785473035108e-01,-6.351503519365476746e-01,1.286697999107591459e+05
-1.295711493636204859e+00,-2.991409166167651734e-01,1.286697639204554725e+05
8.190111572843190857e-02,-3.187372126766526148e-01,1.286686581528850220e+05
-1.433494196316391855e+00,-5.621205620163202132e-01,1.286700874689468910e+05
1.111915722697336129e-01,-5.916383613680032960e-01,1.286700796914100210e+05
-8.867942895970560846e-01,7.196299333320127500e-01,1.286718724799681659e+05
2.759344451678675370e+00,6.495885642939921434e-01,1.286698546950832970e+05
5.703356551192282492e-02,-2.134928860849115040e+00,1.286691966508555779e+05
2.073151010477336520e+00,1.898683537816723499e+00,1.286703242716333625e+05
1.980161640958283398e-02,9.560640858399078734e-01,1.286680977318374789e+05
2.105497591969778703e+00,-4.925027375082476899e-01,1.286722750595208636e+05
1.166355519116191397e+00,-2.035148928792885670e+00,1.286706746080151934e+05
-1.362099872614791041e+00,8.677458835597487985e-01,1.286705535719644977e+05
-1.849263658443977443e+00,-1.414227211972849840e+00,1.286694474011261482e+05
3.910511924894671809e-02,-1.017397170280690322e+00,1.286707181834129733e+05
-1.006912353075157363e+00,7.751580930618690024e-01,1.286699617075793212e+05
3.522798710569943759e-01,4.652775098903985662e-01,1.286701447519595240e+05
-1.000857157510432582e+00,8.706431691411499196e-01,1.286696082406464848e+05
3.153293083222151738e-01,1.180497293979269280e+00,1.286704910030895844e+05
-1.461023106321312603e+00,1.303897330674690158e+00,1.286695394730849948e+05
2.720294846466601690e+00,1.540354735614398951e+00,1.286693016713106335e+05
5.419630077259037781e-01,-1.227150226494396534e+00,1.286715899349648244e+05
2.012600122709468753e+00,-4.598197692184343710e-01,1.286686355318820861e+05
-9.082344696325087008e-03,-1.697342688195160765e+00,1.286690282718478265e+05
1.592919373562516672e+00,-1.099407181821491664e+00,1.286706115428022022e+05
1.067916115230088225e+00,-1.296181951632118468e+00,1.286720181393182138e+05
-8.272817233916250901e-01,1.697382058949300498e+00,1.286704717317603354e+05
4.873105085441087336e-03,9.860513960545937984e-01,1.286713400475377421e+05
-9.015287870477677323e-01,-2.067309302428860462e+00,1.286696958600215439e+05
6.906844305458508249e-01,5.267098332517929915e-01,1.286707723322346574e+05
2.709900656849344447e-01,8.981818776083078104e-01,1.286696217765497131e+05
1.344647124648159497e+00,-7.827534671328151283e-01,1.286721343394945143e+05
-4.643578750927782606e-01,-1.269888140675182076e+00,1.286689442735286138e+05
1.192636705957743071e-01,-2.089207726632421380e+00,1.286695960947159474e+05
6.042907618372684864e-01,3.545734383535876222e-01,1.286694595868441393e+05
-5.264140270071843153e-01,5.969756413745894719e-01,1.286709340313580178e+05
6.955926310134055157e-01,-1.070910059627720123e+00,1.286709378255944030e+05
-8.537650622325136940e-01,-9.742438805798092627e-01,1.286686737324299465e+05
1.196625085889879037e+00,1.375890863526692542e-01,1.286706965162494889e+05
1.417411576065491952e+00,3.243682186838230397e-01,1.286713047518666863e+05
2.031345673466903867e-01,1.274393516719966923e+00,1.286710188560066017e+05
-1.553201493282086343e+00,1.081602459117752435e+00,1.286681443159589107e+05
3.940064627154476473e-01,-9.899763924593825148e-01,1.286692168085181765e+05
-7.862459595378152866e-01,-1.279828604739924547e+00,1.286697828127575631e+05
-1.030833296512027930e+00,7.802893556729681990e-01,1.286703434011877544e+05
-1.108445249100465935e+00,1.489107321245279059e-01,1.286690510874003958e+05
-6.952585335567095237e-01,3.194327734755532666e-01,1.286717121490629215e+05
1.167977423377450363e-01,1.297406135516564474e+00,1.286707793538817205e+05
-8.162021235246123135e-03,4.651865980829665292e-01,1.286690236492630356e+05
4.026331810274856871e-01,3.084099102158539552e-01,1.286713899642749457e+05
-1.307983451373370354e+00,9.507814239567671799e-02,1.286709948858965654e+05
